1.880121231079101606e-03 1.645350456237793055e-03 1.662874221801757899e-03 1.742887496948242144e-03 1.780176162719726649e-03 1.839566230773925738e-03 1.900219917297363368e-03 2.979731559753417882e-03 1.971292495727539236e-03 1.994490623474121094e-03 2.071166038513183680e-03 2.111387252807617014e-03 2.176356315612792795e-03 2.246260643005371094e-03
2.476263046264648611e-03 1.767325401306152300e-03 1.795101165771484332e-03 1.839637756347656250e-03 1.872658729553222656e-03 1.962280273437499913e-03 2.003216743469238368e-03 2.057337760925293055e-03 2.059626579284668142e-03 2.168440818786621180e-03 2.215075492858886892e-03 2.292037010192871094e-03 2.665114402770995920e-03 2.441263198852538976e-03
2.294325828552246180e-03 1.968598365783691320e-03 1.983332633972168142e-03 2.015089988708496007e-03 2.084541320800781423e-03 2.201509475708007639e-03 2.274847030639648351e-03 2.358722686767578298e-03 2.416610717773437500e-03 2.522492408752441493e-03 2.581381797790527430e-03 2.620649337768554514e-03 2.732181549072265712e-03 2.789974212646484375e-03
2.586460113525390538e-03 2.240657806396484375e-03 2.259945869445800695e-03 2.343773841857910156e-03 2.470660209655761892e-03 2.617502212524414149e-03 2.724099159240722830e-03 2.862191200256347570e-03 2.987813949584960764e-03 3.106641769409179861e-03 3.251361846923828298e-03 3.349328041076660243e-03 3.446650505065917795e-03 3.568339347839355642e-03
